what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435686437853
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1435686441713
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435686445073
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435686445501
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435686454717
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435686458344
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1435686488125
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435686494963
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435686496783
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435686521534
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435686549348
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435686553462
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1435686560013
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435686561999
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435686579642
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435686589844
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435686593092
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1435686603987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686614730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686635333
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435686635473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686642859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686698172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686701993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686750345
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435686756063
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1435686761044
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1435686761109
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435686763626
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1435686764130
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1435686764554
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1435686766490
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1435686766556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686769983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686773362
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435686777326
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1435686785782
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1435686785835
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435686794951
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435686798122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686798371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686803174
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435686803208
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1435686808933
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1435686829219
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1435686829266
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435686835043
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686838789
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686840489
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1435686846652
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435686876532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686881692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686885969
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435686892929
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435686895985
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435686899580
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435686904335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686907682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686908108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686908581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686922046
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435686922295
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435686925094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686931936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686944030
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435686944302
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435686947541
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435686950125
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435686952676
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435686958394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435686963109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435687019522
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435687019848
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435687022672
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435687025144
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435687026168
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435687028504
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1435687041310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435687047116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435687060361
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435687060403
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1435687063764
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1435687063818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435687065559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435687090707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435687092793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435687745432
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1435687747863
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435687750971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435739395847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435739406253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743032417
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435743045745
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435743048616
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435743054112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743056767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743269382
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1435743271558
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1435743274917
activated,perspective,com.altera.sbtgui.ui,14.0.0.200,"com.altera.sbtgui.ui.cPerspective",1435743277570
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435743277573
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435743279712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743288983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743291862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743302934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743354788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743355954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743465023
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435743471961
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435743474997
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435743480615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743483568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743508160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743510443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743513818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743578129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743721590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743724808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743728574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743733495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743738721
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435743738724
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435743744260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743836722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743863194
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435743871332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743874262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743884508
activated,perspective,com.altera.sbtgui.ui,14.0.0.200,"com.altera.sbtgui.ui.debugPerspective",1435743884670
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435743884673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743886071
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743890749
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1435743890761
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435743906488
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1435743913972
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1435743916994
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1435743919488
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1435743919544
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743922425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743923210
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435743932288
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435743933125
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435743946957
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435743951765
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435743955990
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435743957134
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435743961125
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1435743974248
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1435743974323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743975850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743980766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743982822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743983451
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435743985426
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1435743986191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435743990116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435744021874
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1435744022801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435744117307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435744357170
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435744365936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435744390525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435745036454
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435745037864
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435745038750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435745038914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435745041317
